Manb4GlcA   8.825346394845998e-05
GlcAa2Gal   8.825346394845998e-05
Fuca43Fuc   4.412673197422999e-05
3Fuca3GlcNAcbn   4.412673197422999e-05
Fuca2Gal   0.010943429529609036
Galb?GlcNAc   0.013679286912011297
Neua?Gal   0.008957726590768688
Galb3GalNAc   0.018356720501279674
Glca2Gal   0.0007942811755361397
Galb4Glc   0.010722795869737888
Glca3Rhaan   4.412673197422999e-05
Rhaa2Rha   0.0015885623510722795
Rhaa3Glc   0.0006619009796134498
2Mana3Man   4.412673197422999e-05
Mana6Manan   4.412673197422999e-05
Gala3GalNAc   0.0019415762068661195
2Manb2Man   4.412673197422999e-05
Mana2Man   0.026961433236254523
Manb3GlcNAcbn   4.412673197422999e-05
Galb4GlcNAc   0.11234665960638955
GlcNAcb2Neu   0.004412673197422999
Neua3Gal   0.03366869649633748
GlcNAcb2Man   0.07867796311005207
Mana3Man   0.06619009796134498
Mana6Man   0.03287441532080134
Manb4GlcNAc   0.07810431559438707
GlcNAcb4GlcNAc   0.07620686611949519
Galb3GlcNAc   0.013679286912011297
GlcNAcb3Gal   0.024578589709646104
GlcNAcb2Gal   0.006045362280469508
Rhaa3Rha   0.0026476039184537992
GlcNAcb2Rha   0.00026476039184537993
Galb3Glc   0.00022063365987114994
Gala4Gal   0.0023828435266084196
Neua6Gal   0.016415144294413556
Rhaa4Rha   0.00013238019592268997
GalNAcb4GlcA   0.0017650692789691995
GlcAb3GalNAc   0.0018974494748918895
4Glca4Glc   0.0025593504545053393
Glca4Glc   0.021666225399346924
Glca4Glca   0.0024710969905568795
Galb3Gal   0.010016768158150207
Galb4GlcN   4.412673197422999e-05
GlcNa4Gal   4.412673197422999e-05
Rhab4Glc   8.825346394845998e-05
Glcb6Gal   0.00035301385579383993
Galb6GalNAc   4.412673197422999e-05
GalNAcb3Gal   0.0020298296708145796
GalNAcb4Glc   0.00013238019592268997
Glcb3GalNAc   0.00017650692789691997
2Glcb2Fuc   4.412673197422999e-05
Fucb6GlcNAc   4.412673197422999e-05
Galb3GalNAcbn   4.412673197422999e-05
GalNAca3GlcNAc   0.00030888712381960993
GlcNAca2Ri   4.412673197422999e-05
GlcNAcb4Man   0.004103786073603389
Mana3Gal   0.0017209425469949695
GlcNAcb6Man   0.0011914217633042098
Glca4All   4.412673197422999e-05
Alla4Glc   4.412673197422999e-05
3GlcAb3Bac   4.412673197422999e-05
Baca4GlcAbn   4.412673197422999e-05
Gala3Gal   0.007986938487335627
Fuca2Fuc   0.00035301385579383993
Fuca33GalNAc   8.825346394845998e-05
3GalNAcb4Fuc   4.412673197422999e-05
3GalNAcb4GlcNAc   4.412673197422999e-05
GlcNAcb3Galan:   8.825346394845998e-05
Galan:a3GalNAc   8.825346394845998e-05
GalNAcb4GlcNAc   0.012311358220810167
Gal?3GlcNAc   0.0007060277115876799
GlcNAcb6GalNAc   0.0030447445062218694
Rhaa6Glc   0.00030888712381960993
Glcb6Glc   0.0016326890830465097
Glcb3GlcA   4.412673197422999e-05
GlcAb2Man   4.412673197422999e-05
Mana3Glcbn   4.412673197422999e-05
Neua3Neu   4.412673197422999e-05
Mana3GlcNAc   0.003971405877680699
Glcb3Glc   0.002515223722531109
3Glcb4GlcA   4.412673197422999e-05
GlcAb4Glc   0.00035301385579383993
Glcb4Manan   4.412673197422999e-05
GlcNAca3Qui   4.412673197422999e-05
Glca2Glc   0.002956491042273409
Glca3Glc   0.0017209425469949695
GalAa2GalA   8.825346394845998e-05
GalAa3Fuc   8.825346394845998e-05
Galb4Fuc   0.0023828435266084196
GlcNAc?4Man   8.825346394845998e-05
GlcNAc?3Man   4.412673197422999e-05
Neua3GlcNAc   0.00017650692789691997
GlcNAcb4Neu   4.412673197422999e-05
Kdoa4Kdo   0.0008384079075103698
Neua7Neu   8.825346394845998e-05
Gal?3Gal   0.0008384079075103698
